,episode,make_span,reward,no-op
0,0.0,1945.0,13.90099009900992,0.0
1,0.0,1988.0,5.386138613861417,0.0
2,0.0,1974.0,8.158415841584198,0.0
3,1.0,1974.0,8.158415841584198,0.0
4,1.0,1898.0,23.207920792079246,0.0
5,1.0,1907.0,21.425742574257477,0.0
6,2.0,1909.0,21.029702970297045,0.0
7,2.0,1985.0,5.980198019802009,0.0
8,2.0,1922.0,18.455445544554514,0.0
9,3.0,1899.0,23.009900990099055,0.0
10,3.0,1911.0,20.633663366336634,0.0
11,3.0,1898.0,23.207920792079257,0.0
12,4.0,1961.0,10.732673267326753,0.0
13,4.0,1980.0,6.9702970297029925,0.0
14,4.0,1974.0,8.158415841584198,0.0
15,5.0,1935.0,15.881188118811943,0.0
16,5.0,1938.0,15.287128712871349,0.0
17,5.0,1998.0,3.4059405940594205,0.0
18,6.0,1914.0,20.03960396039606,0.0
19,6.0,1903.0,22.217821782178202,0.0
20,6.0,1912.0,20.43564356435643,0.0
21,7.0,1985.0,5.980198019802009,0.0
22,7.0,1924.0,18.059405940594097,0.0
23,7.0,1864.0,29.940594059405942,0.0
24,8.0,1901.0,22.613861386138616,0.0
25,8.0,1934.0,16.079207920792165,0.0
26,8.0,1915.0,19.841584158415838,0.0
27,9.0,1916.0,19.643564356435686,0.0
28,9.0,1892.0,24.396039603960443,0.0
29,9.0,1898.0,23.207920792079264,0.0
30,10.0,1985.0,5.980198019802009,0.0
31,10.0,1895.0,23.801980198019795,0.0
32,10.0,1914.0,20.039603960396015,0.0
33,11.0,1908.0,21.22772277227725,0.0
34,11.0,1924.0,18.059405940594097,0.0
35,11.0,1926.0,17.66336633663369,0.0
36,12.0,1924.0,18.059405940594086,0.0
37,12.0,1922.0,18.455445544554507,0.0
38,12.0,1908.0,21.227722772277257,0.0
39,13.0,1898.0,23.20792079207926,0.0
40,13.0,1915.0,19.841584158415838,0.0
41,13.0,1908.0,21.22772277227727,0.0
42,14.0,1872.0,28.356435643564367,0.0
43,14.0,1912.0,20.43564356435644,0.0
44,14.0,1889.0,24.99009900990099,0.0
45,15.0,1898.0,23.207920792079246,0.0
46,15.0,1908.0,21.227722772277282,0.0
47,15.0,1898.0,23.207920792079264,0.0
48,16.0,1908.0,21.22772277227725,0.0
49,16.0,1913.0,20.23762376237626,0.0
50,16.0,1898.0,23.207920792079292,0.0
51,17.0,1897.0,23.40594059405937,0.0
52,17.0,1955.0,11.920792079207926,0.0
53,17.0,1908.0,21.227722772277225,0.0
54,18.0,1898.0,23.207920792079193,0.0
55,18.0,1908.0,21.22772277227725,0.0
56,18.0,1922.0,18.455445544554493,0.0
57,19.0,1888.0,25.188118811881154,0.0
58,19.0,1872.0,28.356435643564396,0.0
59,19.0,1908.0,21.227722772277254,0.0
60,20.0,1913.0,20.237623762376273,0.0
61,20.0,1942.0,14.49504950495056,0.0
62,20.0,1908.0,21.22772277227725,0.0
63,21.0,1894.0,24.000000000000036,0.0
64,21.0,1887.0,25.386138613861462,0.0
65,21.0,1963.0,10.336633663366358,0.0
66,22.0,1894.0,24.00000000000005,0.0
67,22.0,1894.0,24.00000000000004,0.0
68,22.0,1955.0,11.920792079207924,0.0
69,23.0,1887.0,25.386138613861473,0.0
70,23.0,1943.0,14.2970297029703,0.0
71,23.0,1898.0,23.20792079207928,0.0
72,24.0,1894.0,24.000000000000036,0.0
73,24.0,1894.0,24.00000000000001,0.0
74,24.0,1894.0,24.00000000000005,0.0
75,25.0,1974.0,8.158415841584185,0.0
76,25.0,1898.0,23.207920792079292,0.0
77,25.0,1922.0,18.455445544554507,0.0
78,26.0,1889.0,24.990099009900987,0.0
79,26.0,1887.0,25.386138613861448,0.0
80,26.0,1894.0,24.000000000000036,0.0
81,27.0,1974.0,8.158415841584171,0.0
82,27.0,1894.0,24.000000000000036,0.0
83,27.0,1974.0,8.158415841584178,0.0
84,28.0,1894.0,24.000000000000025,0.0
85,28.0,1974.0,8.158415841584196,0.0
86,28.0,1887.0,25.386138613861455,0.0
87,29.0,1894.0,24.000000000000025,0.0
88,29.0,1894.0,24.000000000000025,0.0
89,29.0,1908.0,21.227722772277325,0.0
90,30.0,1898.0,23.207920792079257,0.0
91,30.0,1966.0,9.742574257425735,0.0
92,30.0,1927.0,17.465346534653424,0.0
93,31.0,1893.0,24.198019801980244,0.0
94,31.0,1897.0,23.40594059405939,0.0
95,31.0,1919.0,19.049504950495056,0.0
96,32.0,1887.0,25.38613861386144,0.0
97,32.0,1946.0,13.702970297029694,0.0
98,32.0,1930.0,16.871287128712908,0.0
99,33.0,1948.0,13.306930693069335,0.0
100,33.0,1909.0,21.029702970297038,0.0
101,33.0,1944.0,14.0990099009901,0.0
102,34.0,1924.0,18.05940594059408,0.0
103,34.0,1919.0,19.049504950495127,0.0
104,34.0,1913.0,20.237623762376263,0.0
105,35.0,1922.0,18.455445544554536,0.0
106,35.0,1922.0,18.455445544554493,0.0
107,35.0,1922.0,18.45544554455452,0.0
108,36.0,1913.0,20.23762376237628,0.0
109,36.0,1894.0,24.000000000000007,0.0
110,36.0,1894.0,24.00000000000005,0.0
111,37.0,1893.0,24.198019801980244,0.0
112,37.0,1913.0,20.23762376237628,0.0
113,37.0,1913.0,20.237623762376277,0.0
