,episode,make_span,reward,no-op
0,0.0,1306.0,77.61165048543683,0.0
1,0.0,1306.0,77.61165048543685,0.0
2,0.0,1359.0,72.46601941747574,0.0
3,1.0,1347.0,73.63106796116507,0.0
4,1.0,1306.0,77.6116504854369,0.0
5,1.0,1306.0,77.61165048543688,0.0
6,2.0,1330.0,75.28155339805826,0.0
7,2.0,1335.0,74.79611650485433,0.0
8,2.0,1306.0,77.61165048543685,0.0
9,3.0,1307.0,77.51456310679615,0.0
10,3.0,1335.0,74.79611650485435,0.0
11,3.0,1306.0,77.61165048543691,0.0
12,4.0,1338.0,74.50485436893202,0.0
13,4.0,1306.0,77.61165048543691,0.0
14,4.0,1338.0,74.50485436893203,0.0
15,5.0,1335.0,74.79611650485431,0.0
16,5.0,1306.0,77.61165048543685,0.0
17,5.0,1306.0,77.61165048543694,0.0
18,6.0,1306.0,77.6116504854369,0.0
19,6.0,1307.0,77.51456310679616,0.0
20,6.0,1306.0,77.61165048543688,0.0
21,7.0,1306.0,77.61165048543687,0.0
22,7.0,1306.0,77.61165048543693,0.0
23,7.0,1335.0,74.79611650485438,0.0
24,8.0,1306.0,77.6116504854369,0.0
25,8.0,1372.0,71.20388349514565,0.0
26,8.0,1306.0,77.6116504854369,0.0
27,9.0,1306.0,77.61165048543684,0.0
28,9.0,1306.0,77.61165048543688,0.0
29,9.0,1306.0,77.61165048543685,0.0
30,10.0,1306.0,77.6116504854369,0.0
31,10.0,1306.0,77.61165048543691,0.0
32,10.0,1306.0,77.61165048543688,0.0
33,11.0,1316.0,76.6407766990291,0.0
34,11.0,1338.0,74.504854368932,0.0
35,11.0,1306.0,77.61165048543687,0.0
36,12.0,1372.0,71.20388349514565,0.0
37,12.0,1306.0,77.61165048543688,0.0
38,12.0,1306.0,77.61165048543684,0.0
39,13.0,1306.0,77.6116504854369,0.0
40,13.0,1306.0,77.61165048543688,0.0
41,13.0,1306.0,77.61165048543688,0.0
42,14.0,1306.0,77.61165048543691,0.0
43,14.0,1338.0,74.50485436893202,0.0
44,14.0,1318.0,76.44660194174757,0.0
45,15.0,1306.0,77.61165048543687,0.0
46,15.0,1306.0,77.6116504854369,0.0
47,15.0,1306.0,77.61165048543688,0.0
48,16.0,1306.0,77.61165048543687,0.0
49,16.0,1306.0,77.61165048543691,0.0
50,16.0,1306.0,77.6116504854369,0.0
51,17.0,1306.0,77.61165048543685,0.0
52,17.0,1306.0,77.61165048543687,0.0
53,17.0,1306.0,77.6116504854369,0.0
54,18.0,1306.0,77.61165048543694,0.0
55,18.0,1347.0,73.63106796116507,0.0
56,18.0,1306.0,77.61165048543693,0.0
57,19.0,1306.0,77.6116504854369,0.0
58,19.0,1318.0,76.4466019417476,0.0
59,19.0,1330.0,75.2815533980583,0.0
60,20.0,1306.0,77.61165048543687,0.0
61,20.0,1359.0,72.46601941747569,0.0
62,20.0,1306.0,77.61165048543685,0.0
63,21.0,1306.0,77.61165048543685,0.0
64,21.0,1358.0,72.56310679611649,0.0
65,21.0,1306.0,77.61165048543691,0.0
66,22.0,1318.0,76.44660194174762,0.0
67,22.0,1306.0,77.61165048543683,0.0
68,22.0,1306.0,77.61165048543691,0.0
69,23.0,1306.0,77.61165048543693,0.0
70,23.0,1299.0,78.29126213592231,0.0
71,23.0,1318.0,76.44660194174757,0.0
72,24.0,1306.0,77.61165048543691,0.0
73,24.0,1306.0,77.61165048543693,0.0
74,24.0,1335.0,74.79611650485438,0.0
75,25.0,1306.0,77.61165048543684,0.0
76,25.0,1306.0,77.61165048543685,0.0
77,25.0,1298.0,78.38834951456315,0.0
78,26.0,1306.0,77.6116504854369,0.0
79,26.0,1306.0,77.61165048543688,0.0
80,26.0,1306.0,77.61165048543691,0.0
81,27.0,1306.0,77.61165048543693,0.0
82,27.0,1306.0,77.61165048543688,0.0
83,27.0,1306.0,77.61165048543685,0.0
84,28.0,1306.0,77.61165048543684,0.0
85,28.0,1306.0,77.6116504854369,0.0
86,28.0,1299.0,78.29126213592237,0.0
87,29.0,1306.0,77.6116504854369,0.0
88,29.0,1306.0,77.6116504854369,0.0
89,29.0,1306.0,77.61165048543687,0.0
90,30.0,1306.0,77.61165048543693,0.0
91,30.0,1306.0,77.61165048543691,0.0
92,30.0,1306.0,77.61165048543687,0.0
93,31.0,1307.0,77.51456310679612,0.0
94,31.0,1306.0,77.61165048543691,0.0
95,31.0,1306.0,77.61165048543691,0.0
96,32.0,1306.0,77.61165048543695,0.0
97,32.0,1362.0,72.17475728155343,0.0
98,32.0,1299.0,78.29126213592238,0.0
99,33.0,1306.0,77.61165048543691,0.0
100,33.0,1362.0,72.17475728155347,0.0
101,33.0,1306.0,77.6116504854369,0.0
102,34.0,1335.0,74.79611650485438,0.0
103,34.0,1306.0,77.61165048543693,0.0
104,34.0,1306.0,77.61165048543691,0.0
105,35.0,1298.0,78.38834951456315,0.0
106,35.0,1306.0,77.61165048543691,0.0
107,35.0,1306.0,77.6116504854369,0.0
108,36.0,1299.0,78.29126213592238,0.0
109,36.0,1353.0,73.04854368932035,0.0
110,36.0,1306.0,77.61165048543688,0.0
111,37.0,1306.0,77.6116504854369,0.0
112,37.0,1298.0,78.38834951456305,0.0
113,37.0,1306.0,77.61165048543691,0.0
114,38.0,1306.0,77.61165048543684,0.0
115,38.0,1306.0,77.61165048543695,0.0
116,38.0,1306.0,77.61165048543691,0.0
117,39.0,1306.0,77.61165048543693,0.0
118,39.0,1306.0,77.61165048543691,0.0
119,39.0,1359.0,72.46601941747576,0.0
120,40.0,1332.0,75.08737864077666,0.0
121,40.0,1306.0,77.61165048543691,0.0
122,40.0,1306.0,77.61165048543691,0.0
123,41.0,1330.0,75.28155339805826,0.0
124,41.0,1335.0,74.79611650485438,0.0
